"Region","Country ","Country Full Name","company","Sector Focus","Description","City","Website"
"Europe","GBR","United Kingdom","Praetura Ventures","Early-stage – SMEs, tech","Manchester-based VC; manages NPIF2 funds for Northwest UK; offers pre-seed PraeSeed initiative","Manchester","praeturaventures.com"
"Europe","GBR","United Kingdom","Maven Capital Partners (Manchester)","Sector-agnostic, seed-stage","PE/VC firm with Manchester HQ, broad sector focus including digital and creative industries","Manchester","mavencp.com"
"Europe","GBR","United Kingdom","LDC","PE – Multiple sectors (retail, tech, healthcare, etc.)","Manchester HQ division of Lloyds Banking Group’s private equity arm, serving regional SMEs","Manchester"," "
"Europe","GBR","United Kingdom","DSW Ventures / DSW Angel Group","Early-stage tech SMEs","VC and angel network offering equity investments in early-stage tech ventures.","Manchester","dsw.vc"
"Europe","GBR","United Kingdom","LDC (Manchester office)","Mid-market PE across sectors","Private equity arm of Lloyds Banking Group, supporting regional SME growth.","Manchester","ldc.co.uk"
"Europe","GBR","United Kingdom","Mercia Asset Management","Early tech, university spinouts","VC firm providing early-stage capital, especially via SEIS/EIS schemes, rooted in West Midlands universities.","Birmingham","mercia.co.uk"
"Americas","KNA","Saint Kitts and Nevis","Development Bank of St. Kitts and Nevis (DBSKN)","SME financing, development lending","Government-owned development bank providing the majority of SME financing in the federation, delivering loans, mentoring, training","Basseterre","skndb.com"
"Americas","KNA","Saint Kitts and Nevis","Small Business Development Center (SBDC St. Kitts)","SME advisory, technical assistance","Government-backed initiative offering technical support to micro, small, and medium enterprises across key sectors","Basseterre","miticca.gov.kn"
"Americas","KNA","Saint Kitts and Nevis","St. Kitts-Nevis Anguilla National Bank (SME Hub)","Banking services for SMEs","Commercial bank offering tailored loans, overdrafts, and e-commerce solutions for small businesses","Basseterre","sknanb.com"
"Americas","KNA","Saint Kitts and Nevis","Eastern Caribbean Securities Exchange (ECSE)","Regional equity market access","Regional stock exchange headquartered in Basseterre, enabling equity and debt market access including for SMB financing. ","Basseterre"," "
"Americas","LCA","Saint Lucia","Saint Lucia Development Bank (SLDB)","SME finance, energy efficiency, youth funds","Development bank offering affordable finance, technical support, and advisory services across sectors including a Youth Enterprises Equity Fund","Castries","sldb.lc"
"Americas","LCA","Saint Lucia","Caribbean Development Bank MSME Loan-Grant Facility","SME development, small grants","CDB-backed loan-grant facility aimed at boosting MSME resilience, growth, and sustainability across Saint Lucia","Castries","caribank.org"
"Americas","LCA","Saint Lucia","Bank of Saint Lucia (Eastern Caribbean Financial Holding Co.)","SME banking services","Largest bank in Saint Lucia offering SME tailored lending products (loans up to EC$1M), overdrafts, POS, and business solutions","Castries","bankofsaintlucia.com"
"Americas","LCA","Saint Lucia","Small Business Development Centre (SBDC)","SME advisory, capacity building","Government-supported centre providing training, mentoring, and non-financial assistance to enterprise owners","Castries","miticca.gov.kn"
"Americas","LCA","Saint Lucia","Trade Export Promotion Agency (TEPA)","Export assistance, e-commerce","Helps local enterprises develop distribution channels, export readiness, e-commerce competence, and joint-venture opportunities","Castries"," "
"Europe","SMR","San Marino","SM Capital (SM Capital S.r.l.)","Industrial, Fintech, Consumer Products","Venture capital firm investing in early-stage startups with global reach; uses AI tools to identify trends","San Marino","smcapital.sm"
"Europe","SMR","San Marino","San Marino Capital Advisors, LLC (SMCA)","Advisory: debt & equity structuring","Investment bank founded in 2023 helping growing companies with financing solutions and capital raising","San Marino","smcapadv.com"
"Europe","SMR","San Marino","Cassa di Risparmio della Repubblica di San Marino","Banking, private banking","The country's oldest and largest financial institution, offering retail, commercial banking and offshore private banking. ","San Marino","carisp.sm"
"Europe","SMR","San Marino","BAC Investments SG S.p.A. (BAC via Banca Agricola Commerciale)","Asset management services","Subsidiary of the national bank, providing private asset management and mutual fund portfolios","San Marino","bacinvestments.sm"
"Europe","SMR","San Marino","San Marino Chamber of Commerce (Economic Development Agency)","SME support & export promotion","Public-private entity aiding companies with market access, norms compliance, export services, and economic data provision","San Marino","camcom.sm"
"Americas","VCT","Saint Vincent and the Grenadines","Eastern Caribbean Partial Credit Guarantee Company (ECPCGC) – “MSME Growth Guarantee”","SME lending, collateral support","Provides loan guarantees for MSMEs up to EC$50K without collateral; includes bookkeeping subsidy","Kingstown"," "
"Americas","VCT","Saint Vincent and the Grenadines","Bank of Saint Vincent & the Grenadines – SME Program","SME banking","Local bank offering SME loans, dedicated officer, favorable rates, and digital tools","Kingstown","bosvg.com"
"Americas","VCT","Saint Vincent and the Grenadines","Invest SVG (Investment Promotion Agency)","Investment attraction, export, FDI","Government agency facilitating investment, export readiness, aftercare, advisory services. /([turn0search10])","Kingstown","investsvg.com"
"Americas","VCT","Saint Vincent and the Grenadines","Commerce & Intellectual Property Office (CIPO) – Institutional Capacity Building Project via IDB","Business registration & SME support","Improving SME environment through business registration and institutional strengthening","Kingstown","gov.vc"
"Oceania","SLB","Solomon Islands","Development Bank of Solomon Islands (DBSI)","MSME finance, collateral-free lending, export finance","Provides MSME lines, credit guarantees, export finance facility, including collateral support for unsecured loans","Honiara"," "
"Oceania","SLB","Solomon Islands","Central Bank of Solomon Islands (CBSI) – Credit Guarantee Scheme","Loan guarantees for MSMEs","Administered via partner banks, covers up to 90% of unsecured loan portion","Honiara"," "
"Oceania","SLB","Solomon Islands","South Pacific Business Development (SPBD) Solomon Islands","Microfinance for women and informal enterprises","Offers group loans, savings, micro-insurance, and business training, focusing on women and underserved groups","Honiara"," "
"Oceania","SLB","Solomon Islands","Business & Cooperatives Development Division (Ministry of Commerce)","MSME advisory, training, loan guarantee facilitation","Offers SME training, advisory support, and administers loan guarantee scheme via partner banks","Honiara","commerce.gov.sb"
"Oceania","SLB","Solomon Islands","Solomon Islands Small Business Enterprise Centre (SBEC)","Business training & advisory services for SMEs","Delivers enterprise training, networking, and support services especially in Honiara and provinces","Honiara"," "
"Americas","SLV","El Salvador","Innogen Capital Ventures","Early-stage tech, social-impact startups","Salvadoran VC firm founded in 2018, investing across Central America in tech-enabled, impact-focused enterprises","San Salvador","innogencapital.com"
"Americas","SLV","El Salvador","Bossanova Investments","B2B / B2B2C tech startups","Early-stage VC focused on technology entrepreneurs in El Salvador","San Salvador"," "
"Americas","SLV","El Salvador","Caricaco Ventures","Tech startups","Tech-focused VC investing in early-stage Salvadoran ventures","San Salvador"," "
"Americas","SLV","El Salvador","B Venture Capital","Sector-agnostic SME growth","Local VC backing scalable early-stage businesses","San Salvador"," "
"Americas","SLV","El Salvador","Newlin Ventures","IoT, Food Tech, InsurTech","VC specializing in hardware, InsurTech, and IoT sectors","San Salvador"," "
"Americas","SLV","El Salvador","Platanus Ventures","Tech startups","Emerging Salvadoran tech VC supporting various sectors like SaaS and marketplaces","San Salvador"," "
"Americas","SLV","El Salvador","Banco Agrícola (with IDB Invest)","SME lending, sustainable projects","Financing from IDB Invest and partners to expand SME loans with green criteria","San Salvador","bancoagricola.com"
"Americas","SLV","El Salvador","BAC (Banco de América Central) (with IFC)","MSMEs, women-led SMEs","IFC support to expand MSME banking capacity, particularly for green and gender-inclusive projects. ","San Salvador","bac.com.sv"
"Americas","SLV","El Salvador","BANDESAL & CONAMYPE (Government)","Micro & Small Enterprise support","Development bank and SME commission offering training, finance access, and inclusion policies. ","San Salvador","conamype.gob.sv / bandesal.gob.sv"
"Americas","SLV","El Salvador","CAF / EIB (via BANDESAL)","SME climate / renewable finance","Line of credit to support clean-energy investments and SME resilience post-COVID. ","San Salvador"," "
"Americas","SLV","El Salvador","Volcán Capital Partners","Asset management, tech, energy, tourism","Boutique firm managing tech and real estate investment vehicles in El Salvador. ","San Salvador","volcan.capital"
"Oceania","WSM","Samoa","Development Bank of Samoa (DBS)","MSME finance including export, collateral-free loans","Government-owned development bank offering MSME financing with favorable terms and support","Apia"," "
"Oceania","WSM","Samoa","National Bank of Samoa (NBS) – IFC Risk-Sharing Facility","SME lending, agriculture, women-led businesses","IFC and NBS share risk (50% each) to boost SME access to finance. ~340 new loans expected. ","Apia","nbs.ws"
"Oceania","WSM","Samoa","South Pacific Business Development (SPBD) Samoa","Microfinance, women and rural entrepreneurs","Microfinance institution focused on women-led and informal micro-enterprises, provides training and savings services. ","Apia"," "
"Oceania","WSM","Samoa","Central Bank of Samoa – National Financial Inclusion Strategy 2 (NFIS2)","Financial & digital inclusion, MSMEs, agriculture","Strategy to improve SME access to digital financial services, with 50% targeting women by 2025/26","Apia"," "
"Oceania","WSM","Samoa","Samoa Business Hub (SBH) / Small Business Enterprise Centre (SBEC)","SME capacity building, business development","Public-private entity offering advisory, training, export readiness, and “bankable” proposal development","Apia"," "
"Oceania","WSM","Samoa","Scientific Research Organisation of Samoa (SROS)","Agri value-add research, product innovation","Government agency promoting science-based product development (e.g., coconut biodiesel, taro flour). ","Apia"," "
"Africa","STP","Sao Tome and Principe","African Development Fund – SME Grant","SME finance   agriculture & tourism","Grant support for SMEs in agriculture and tourism sectors","São Tomé"," "
"Africa","STP","Sao Tome and Principe","Banco Internacional de São Tomé e Príncipe (BISTP)","Commercial & investment banking","Largest commercial bank, also operating as an investment bank","São Tomé","bistp.st"
"Africa","STP","Sao Tome and Principe","Energy Bank São Tomé and Príncipe","Financial services (loans, savings)","Commercial bank offering standard financial services. ","São Tomé","energybanksaotome.com"
"Africa","STP","Sao Tome and Principe","Banco Central de São Tomé e Príncipe (BCSTP)","Financial sector regulation","Central bank overseeing financial sector, supervising commercial banks","São Tomé","bcstp.st"
"Africa","STP","Sao Tome and Principe","Organic Cocoa Production & Export Cooperative (CECAB-STP)","Agro-processing, cocoa value chain","Cooperative of cocoa smallholders promoting organic chocolate production and export. ","São Tomé","cecab.st"
"Africa","STP","Sao Tome and Principe","DAI – Youth Entrepreneurship Program","Youth entrepreneurship & innovation","Designed youth entrepreneurship and innovation programs in agriculture, fisheries, tourism","São Tomé"," "
"Africa","SEN","Senegal","ADEPME & Coalition ""Massive & Secure Financing Program""","SME financing via bank lending","Government-backed initiative mobilizing secured credit across ~20 local banks to expand SME loans","Dakar"," "
"Africa","SEN","Senegal","MicroCred Senegal (MCS)","Microfinance, savings, remittances","First commercial MFI in Senegal, offering micro- and SME-level finance, especially to women and traders","Dakar"," "
"Africa","SEN","Senegal","Banque Nationale pour le Développement Économique (BNDE)","Development banking, SME support","Established 2013 from public fund; supports economic development and SMEs","Dakar"," "
"Africa","SEN","Senegal","Housing Bank of Senegal (BHS)","Housing finance, affordable housing","DFI providing mortgages and financing to cooperatives/individuals. ","Dakar","bhs.sn"
"Africa","SEN","Senegal","IFC Risk-Sharing with BBGCI (Bridge Bank Group Côte d’Ivoire)","SME lending, women entrepreneurs","IFC RSF facility enabling additional 2,100 SME loans in Senegal and Cote d’Ivoire","Dakar"," "
"Africa","SEN","Senegal","“Accès” Project (GIZ & ADEPME)","SME finance matchmaking, gender & green finance","BMZ-funded project improving SME-financier matching, enabling gender-inclusive and green finance products","Dakar"," "
"Africa","SEN","Senegal","Blaq Ventures","Pre-seed VC: fintech, edtech, healthtech, agritech","Senegalese-based VC providing funding and mentorship to early-stage startups","Dakar","blaq.ventures"
"Europe","SRB","Serbia","South Central Ventures (Enterprise Innovation Fund)","Early to growth-stage tech (CEE)","Regional VC investing in Serbian startups via Enterprise Innovation Fund, EU-backed program","Belgrade","sc-ventures.com"
"Europe","SRB","Serbia","SEAF Serbia Impact Fund","Growth-stage SMEs, impact focus","Invests growth capital in Serbian SMEs with social and financial returns","Belgrade","seaf.com"
"Europe","SRB","Serbia","Serbia Ventures Program (Innovation Fund)","VC fund establishment support","Public initiative encouraging local venture fund formation; Innovation Fund acts as LP","Belgrade","inovacionifond.rs/en"
"Europe","SRB","Serbia","EBRD + EU SME Go Green Programme","Green economy, energy/resource efficiency","Provides appetite for green SME financing via EU-backed EBRD credit lines","Belgrade","ebrd.com"
"Europe","SRB","Serbia","EIB + EU / Banca Intesa & Intesa Leasing","Sustainable SME growth","Credit for sustainable investments through local bank partners","Belgrade","eib.org"
"Europe","SRB","Serbia","MIGA + OTP Guarantee","MSME lending via bank guarantees","Guarantee facility mobilizing additional capital for small business financing","Belgrade","miga.org"
"Europe","SRB","Serbia","Science Fund of Republic of Serbia","Research, AI, innovation","Government fund financing scientific projects and R&D commercialization","Belgrade"," "
"Africa","SYC","Seychelles","Development Bank of Seychelles (DBS)","SME financing, tourism, business growth","Government-owned bank offering tailored financing schemes to SMEs across sectors","Victoria"," "
"Africa","SYC","Seychelles","Seychelles Commercial Bank – SME Scheme","Asset & project finance for SMEs","Credit program for SMEs with turnover < SCR 6M/yr; flexible terms up to 7 years","Victoria","scb.sc"
"Africa","SYC","Seychelles","Central Bank of Seychelles – Blue Finance Initiatives","Sustainable finance, blue economy","Regulatory support for climate-resilient finance, including blue bonds targeting marine conservation","Victoria","cbs.sc"
"Africa","SYC","Seychelles","Seychelles Blue Bond","Marine conservation, fisheries, tourism","First sovereign blue bond financing ocean protection, sustainable fisheries, and resilient coastal development. ","Victoria"," "
"Africa","SYC","Seychelles","PKF Capital (Seychelles)","Corporate finance, wealth management","Local financial services firm providing corporate finance, private wealth, and investment advisory","Victoria","pkf.sc"
"Africa","SYC","Seychelles","Financial Services Authority (FSA)","Capital market supervision, fintech","Regulator for non-bank financial services, IBCs, fintech critical for institutional development. ","Victoria"," "
"Africa","SLE","Sierra Leone","ACTB Savings and Loans with IFC Risk-Sharing Facility","SME lending, women entrepreneurs","IFC disbursed funds to ACTB to expand local currency lending for small businesses, ~70% targeted women borrowers","Freetown"," "
"Africa","SLE","Sierra Leone","Eden Group SL","PE, VC, angel & impact investment promotion","Local group promoting and mobilising private equity, VC funds, angel investors, and impact capital","Freetown","edengroupsl.com"
"Africa","SLE","Sierra Leone","ManoCap / Sierra Investment Fund","PE in food, transport, mobile payments","Local investment funds managing ~$22M, active during and post-Ebola crisis","Freetown"," "
"Africa","SLE","Sierra Leone","SMEDA (Small and Medium Enterprise Development Agency)","MSME development, policy ecosystem","Agency oversees SME segment accounting for over 90% of private sector activity","Freetown"," "
"Africa","SLE","Sierra Leone","BSL National Strategy for Financial Inclusion (NSFI-2)","Financial inclusion, MSMEs, rural, women","Central bank’s strategic plan targeting women, youth, rural MSMEs for financial service access (2022–2026)","Freetown"," "
"Asia","SGP","Singapore","Temasek Holdings","Global PE, VC, strategic investments","State-owned investment company with global and domestic investments across multiple sectors. ","Singapore","temasek.com.sg"
"Asia","SGP","Singapore","Antler Innovation Pte Ltd","Early-stage, seed-to-Series C tech startups","Global VC and accelerator, among world’s most active seed-stage investors. ","Singapore","antler.co"
"Asia","SGP","Singapore","Wavemaker Partners","Early-stage tech, cross-border VC","Dual-headquartered in Singapore and LA, active in SEA and US","Singapore","wavemaker.com"
"Asia","SGP","Singapore","Jungle Ventures","Early & growth-stage tech across SEA","Focuses on category leaders with regional scaling ambitions","Singapore","jungle.vc"
"Asia","SGP","Singapore","Golden Gate Ventures","Early-stage tech (social, fintech, agritech)","Southeast Asia-focused VC headquartered in Singapore","Singapore","goldengate.vc"
"Asia","SGP","Singapore","Qualgro VC","B2B tech, AI, regional scaling (Series A–B)","VC investing in data, AI, software with regional/global ambitions","Singapore","qualgro.com"
"Asia","SGP","Singapore","EDBI (Investment Arm of EDB)","Tech, healthcare, ICT, innovation ecosystems","Government-linked investor supporting innovation-capital ecosystem. ","Singapore","edbi.com"
"Asia","SGP","Singapore","Granite Asia","Large-scale Asia PE (spinout of GGV)","Newly formed VC targeting China, SEA, and South Asia. ","Singapore","graniteasia.com"
"Asia","SGP","Singapore","Everstone Capital Asia","Private equity across SE Asia & beyond","Singapore-headquartered global PE with diverse assets and global reach. ","Singapore","everstonecapital.com"
"Asia","SGP","Singapore","Dymon Asia / Dymon Asia Ventures","Public equity, PE, fintech VC","Investment firm with dedicated PE and fintech VC arms in Singapore. ","Singapore","dymonasia.com"
"Asia","SGP","Singapore","Enterprise Financing Scheme – SME Working Capital Loan (EFS-WCL)","Unsecured working capital for SMEs","Government-backed loan scheme via EnterpriseSG. Eligibility up to S$500K","Singapore","enterprisesg.gov.sg"
"Asia","SGP","Singapore","Funding Societies","Digital SME financing (loans, trade finance)","Leading peer-to-peer SME digital lender backed by VCs like SoftBank, Sequoia","Singapore","fundingsocieties.com"
"Europe","SRB","Serbia","Neulogy Ventures (incl. Slovak Venture Fund)","Early-stage & deep tech SMEs","Leading Bratislava VC investing in e‑commerce, cleantech, medtech, deep tech manages Slovak Venture Fund","Bratislava","neulogy.vc"
"Europe","SRB","Serbia","Vision Ventures","Seed-stage sector agnostic","Bratislava-based early-stage fund backing Slovak tech startups aiming to scale internationally","Bratislava"," "
"Europe","SRB","Serbia","365.fintech","FinTech, InsurTech, Big Data, B2B2C","Boutique Bratislava VC providing operational support and funding to early-stage fintechs","Bratislava"," "
"Europe","SRB","Serbia","Zero Gravity Capital","Pre-seed & Seed sector agnostic","Slovak VC active in early-stage, hands-on investing. Ranked top VC in early 2022","Bratislava"," "
"Europe","SRB","Serbia","CB Investment Management","B2B, B2C, Energy, Financial Services, Tech","Growth-stage fund based in Bratislava offering capital and network for scaling SMEs","Bratislava"," "
"Europe","SRB","Serbia","Slovak Guarantee and Development Bank (SZRB)","SME credit guarantees & development finance","State-owned bank providing last-resort SME finance and credit guarantees supported by EU programs","Bratislava","szrb.sk"
"Europe","SRB","Serbia","EIB via Slovenská sporiteľňa","SME & mid-cap loans, cohesion regions, climate","Partnering to provide favorable loans to Slovak SMEs and mid-sized businesses","Bratislava","eib.org"
"Europe","SRB","Serbia","Slovak Business Agency & Regional SME Centres","SME advisory & finance facilitation","Government-supported SME touchpoints, connecting businesses to SZRB, EXIMBANK, SARIO, and innovation funding","Bratislava +  ","sario.sk, asos.sk, siea.sk"
"Europe","SRB","Serbia","Penta Investments","Private equity healthcare, finance, real estate","Central-European PE group founded in Slovakia, investing in multiple sectors across CEE. ","Bratislava","pentainvestments.com"
"Europe","SRB","Serbia","J&T Group (J&T Finance Group)","PE, banking finance, energy, real estate","Founded in Slovakia, major CEE investment and financial services entity. ","Bratislava","jtg.com.sk"
"Europe","SVK","Slovakia","SID Bank (Slovenska izvozna in razvojna banka)","SME/export financing, development, guarantees","State-owned promotional development and export bank; provides long-term finance, insurance, guarantees for SMEs, innovation, green and infrastructure","Ljubljana","sid.si"
"Europe","SVK","Slovakia","Slovene Equity Growth Investment Programme (SEGIP)","Midcap/SME growth equity","Joint program by SID Banka and EIF to attract equity funding via VC/PE funds for Slovenian SMEs and midcaps; supports emerging fund managers","Ljubljana"," "
"Europe","SVK","Slovakia","Silicon Gardens Fund","Pre-seed to seed – tech, marketplaces, SaaS","Slovenia-based early-stage VC investing locally and in SEE startups; offers founder support and acceleration","Ljubljana"," "
"Europe","SVK","Slovakia","Fil Rouge Capital","Early-stage tech startups (sector-agnostic)","VC and accelerator offering incubation and seed equity to Slovenian startups","Ljubljana"," "
"Europe","SVK","Slovakia","Poslovni Angeli Slovenije (Business Angels of Slovenia)","Early-stage SMEs across various sectors","First and largest angel investor network in Slovenia providing seed funding and mentorship","Ljubljana","poslovniangeli.si"
"Europe","SVK","Slovakia","ABC Accelerator","Pre-seed/seed tech startups","Startup accelerator supporting early-stage tech businesses in Slovenia","Ljubljana"," "
"Europe","SVK","Slovakia","SME Finance Facility – Volksbank Ljudska","SME working capital lending","Project that introduced improved cash-flow lending, credit rating, and environmental due diligence for SMEs","Ljubljana"," "
"Europe","SVK","Slovakia","Ministry-supported SME Programs","Co-financing for services, innovation, exports","State incentives and vouchers for SME competitiveness, innovation, training, digitalization, and internationalization"," ","gov.si"
"Africa","SOM","Somalia","Somali Development and Reconstruction Bank (SDRB)","Sharia-compliant SME & green finance","Provides digital transformation, capacity building, innovation support, credit guarantees for agriculture, fisheries, infrastructure","Mogadishu","sdrb.gov.so"
"Africa","SOM","Somalia","Gargaara Company Limited (MSME Finance Facility)","Apex MSME financing","Crowds in private capital through three participating financial institutions to deepen financial inclusion","Mogadishu"," "
"Africa","SOM","Somalia","Somali Business Catalytic Fund (SBCF)","Matching grants for SME growth","World Bank fund that supports SME establishment, expansion, and job creation with matched grant investments","",""
"Africa","SOM","Somalia","Shuraako Capital","Impact SMEs, green, job creation","Provides growth capital and technical assistance to SMEs, including climate-resilient projects and employment generation","",""
"Africa","SOM","Somalia","Innovate Ventures","Accelerator and tech VC","Leading startup accelerator and fund for tech startups in Somalia and Somaliland","",""
"Africa","SOM","Somalia","Salaam Somali Bank","Islamic microfinance, SME banking","Commercial Islamic bank offering trade, SME, and microfinance (Kalkaal) services, with livestock insurance. ","Mogadishu","salaambank.so"
"Africa","SOM","Somalia","IBS Bank (International Bank of Somalia)","SME banking, digital, investment banking","Offers SME, retail, investment services; introduced digital banking and microfinance. ","Mogadishu","ibosbank.com"
"Africa","SDN","Sudan","Agricultural Bank of Sudan (ABS)","Agriculture credit (priority crops)","State-owned bank channeling government-directed credit with ~50% share of agri-loans; funds priority crops like wheat, sugar, cotton","Khartoum"," "
"Africa","SDN","Sudan","Industrial Development Bank of Sudan","Agriculture value addition, cash crops","State bank providing smaller loans for higher-value agricultural activities","Khartoum"," "
"Africa","SDN","Sudan","Bank of Khartoum","SME banking, microfinance, corporate finance","Largest Islamic bank with extensive branch network; offers SME/microfinance, specialized projects, Islamic microfinance via subsidiary IRADA","Khartoum","bankofkhartoum.com"
"Africa","SDN","Sudan","Balad Bank (formerly Al Shamal Islamic Bank)","Islamic banking, SME services","Major Islamic financial institution with Khartoum HQ; supports commercial and SME banking. ","Khartoum","baladbank.net"
"Africa","SDN","Sudan","Faisal Islamic Bank of Sudan","Islamic banking low-risk, short-term lending","One of Sudan’s largest Islamic banks; focuses on short-term SME-friendly loans. ","Khartoum","fibsudan.com"
"Africa","SDN","Sudan","Al Jazeera Sudanese Jordanian Bank","Islamic commercial banking","Public commercial Islamic bank, supports economic and social development. ","Khartoum","aljazeerabank.com.sd"
"Africa","SDN","Sudan","Sudan SME Catalyser (AECF–KfW program)","Agribusiness & renewable energy SMEs","Development fund providing grants to SMEs displaced or impacted by conflict; supports vital sectors","Khartoum"," "
"Africa","SDN","Sudan","Ministry / Gov. SME Facilitation","Investment facilitation for MSEs","Government agency promoting SME growth and attracting investment at community levels","Khartoum"," "
"Africa","SDN","Sudan","Islamic Microfinance Schemes & Khatta","Microfinance, informal financing","A range of Sharia-compliant microfinance tools and community funds (e.g., Khatta) enabling credit for micro-entrepreneurs","Khartoum"," "
"Africa","SSD","South Sudan","Equity Bank South Sudan Ltd.","SME banking, microfinance","Commercial bank offering loans, savings, checking, and investments to individuals and SMEs","Juba","equitygroupholdings.com/ss"
"Africa","SSD","South Sudan","Ivory Bank","Commercial banking","Early-established South Sudanese commercial bank offering loans, savings, and investments. ","Juba","ivorybankss.com"
"Africa","SSD","South Sudan","NID Bank South Sudan (SME Finance)","Term loans, working capital, export loans","Provides tailored financing to SMEs including equipment purchase and working capital","Juba","nidbank.com.ss/sme_finance"
"Africa","SSD","South Sudan","African Development Bank (AfDB) Facility","Trade finance, SME enabling environment","Supports South Sudan’s entry into ATI and TDB trade insurance and financing network","Juba"," "
"Africa","SSD","South Sudan","Multi Donor Trust Fund – Private Sector Development","Private sector, SME ecosystem support","World Bank–backed fund to strengthen private sector environment and SME advisory services","Juba"," "
"Africa","SSD","South Sudan","Inkomoko (Micro-finance provider)","Microfinance, refugee support SMEs","Rwanda-based MF provider now operating in South Sudan, offering loans and business training","Juba","inkomoko.com"
"Africa","SSD","South Sudan","Scenius Hub","Entrepreneurship, innovation support","Youth-focused innovation hub providing space and business support in Juba. ","Juba","sceniushub.com"
"Africa","SSD","South Sudan","Bank of South Sudan (BoSS) – Central Bank","Financial regulation, payment systems","Central bank overseeing regulation, monetary policy, and digital payment infrastructure. ","Juba","boss.gov.ss"
"Asia","LKA","Sri Lanka","Digital Innovation Fund","Series A, digital startups","VC fund for Sri Lankan digital startups, backed by Dialog Axiata and managed by BOV Capital","Colombo"," "
"Asia","LKA","Sri Lanka","Third Lane Ventures","Early-stage tech","Sri Lankan VC investing across Southeast Asia","Colombo"," "
"Asia","LKA","Sri Lanka","nVentures (MAS-licensed)","Early-stage startups","First MAS-licensed foreign VC investing in local tech ventures","Colombo"," "
"Asia","LKA","Sri Lanka","Angel & VC Networks","Early-stage startups","Includes Lankan Angel Network, Equator, LIIN, etc","Colombo"," "
"Asia","LKA","Sri Lanka","Hatch (incubator & accelerator)","Startup incubation & innovation","Co-working/incubator supporting accelerators (e.g., Fintech, AgriTech) and female founder programs. ","Colombo (fort)","hatch.lk"
"Asia","LKA","Sri Lanka","SANASA Development Bank (SDB bank)","Rural & cooperative sector finance","Specialized bank serving rural co-ops and SMEs. ","Colombo","sdb.lk"
"Asia","LKA","Sri Lanka","HDFC Bank of Sri Lanka","Housing & MSME finance","Specialized housing bank also supporting MSMEs via micro/small loans. ","Colombo","hdfc.lk"
"Asia","LKA","Sri Lanka","Citizens Development Business Finance (CDB PLC)","Business finance","Major non-bank finance company, offering SME credit and deposit services. ","Colombo","cdb.lk"
"Asia","LKA","Sri Lanka","Regional Development Bank (RDB Bank)","Rural & SME development","State-owned bank with extensive rural branch network supporting SME growth. ","Kelaniya","rdb.lk"
"Asia","LKA","Sri Lanka","ADB SME Line of Credit Project","SME working capital","Credit line through 13 banks to support SMEs. ","Colombo","adb.org"
"Europe","SWE","Sweden","Creandum","Early-stage Tech","Stockholm-based VC backing innovative startups across Europe, focused on scalable digital ventures","Stockholm","creandum.com"
"Europe","SWE","Sweden","Industrifonden","Deep tech, life sciences, innovation","Sweden’s national VC fund, investing in breakthrough tech and science innovations","Stockholm","industrifonden.com"
"Europe","SWE","Sweden","Almi Invest","Scalable Swedish SMEs","Government-backed VC focused on early-stage scalable businesses in Sweden","Stockholm","almi.se"
"Europe","SWE","Sweden","EQT Ventures","Seed to later-stage Tech & SaaS","Stockholm-based VC arm of EQT investing across Europe and US in tech and software sectors","Stockholm"," "
"Europe","SWE","Sweden","Spintop Ventures","Early-stage ICT, SaaS, e-commerce","Stockholm VC investing across Nordics and beyond in digital media and e-commerce","Stockholm","spintopventures.com"
"Europe","SWE","Sweden","VNV Global","Tech: mobility, healthtech, marketplaces","Stockholm-based VC investing across growth stages, with global orientation. ","Stockholm","vnv.global"
"Europe","SWE","Sweden","Flat Capital","Mobile tech, media, fintech, fashion","Early to growth-stage funding for digital consumer startups, based in Stockholm. ","Stockholm"," "
"Europe","SWE","Sweden","Course Corrected VC","Early-stage Climate Tech","Stockholm-based climate tech VC founded by experienced female GPs","Stockholm","cc.vc"
"Europe","SWE","Sweden","Nordic Capital","PE: Healthcare, Payments, Business Services","Leading Stockholm-based PE driving transformative growth in Northern Europe","Stockholm"," "
"Europe","SWE","Sweden","Altor Equity Partners","ME buyouts & Growth capital","Stockholm-headquartered PE focused on leveraged buyouts and growth investments in the Nordic region. ","Stockholm","altor.com"
"Europe","SWE","Sweden","Summa Equity","Impact-driven PE & VC","Stockholm-based investment firm combining impact and financial returns","Stockholm"," "
"Europe","SWE","Sweden","IK Partners (IK Investment Partners)","Mid-market Private Equity","Stockholm-based PE with a long history in multi-sector growth and buyouts. ","Stockholm","ikpartners.com"
"Europe","SWE","Sweden","Cevian Capital","Activist Investing","Stockholm-based Europe's largest activist investment firm. ","Stockholm"," "
"Europe","SWE","Sweden","Investor AB","Holding company & PE","Stockholm-headquartered investment conglomerate with major holdings including EQT. ","Stockholm","investorab.com"
"Europe","SWE","Sweden","Carnegie Investment Bank","Investment Banking & Wealth","Stockholm-based investment bank offering corporate finance and SME advisory. ","Stockholm","carnegie.se"
"Europe","SWE","Sweden","Chalmers Ventures","Deep tech   energy, health, sustainability","University-linked VC & seed fund supporting early to growth-stage deep-tech innovations","Gothenburg","chalmersventures.com"
